Text1,Text2,Generated Same Causal Variable,Predicted Same Causal Variable,Generated Variable Name,Predicted Variable Name,Data Generation Model,Prediction Model,Domain,Explanation
melting point of silicon,room temperature,True,False,Temperature of the furnace,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
argon,hydrogen,True,True,Type of gas used,Type of gas used in the chamber,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
flood,trickle,True,True,Flow rate of the gas,None,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
credit card,paper thin,True,False,Thickness of the wafer,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
fast spin,boiling point of silicon,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
stream,heartbeat,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
boiling point of silicon,germanium,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
oxygen,silicon,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
boiling point of water,heartbeat,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
phosphorus,moderate concentration,False,True,,concentration of phosphorus,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
high concentration,room temperature,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
pressure in outer space,boiling point of water,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
maximum spin,moderate concentration,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
minute,CD,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
MariaDB,Cassandra,True,True,Database Management System,Database,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Buddy,Jenkins,True,False,CI/CD Tool,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Linux,Fedora,True,True,Operating System,Operating System,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Redis,Cassandra,True,True,Database Management System,Database,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Rancher,CoreOS,True,True,Containerization Platform,Container OS,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Laravel,Ruby on Rails,True,True,Web Framework,Web framework,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Django,React,True,False,Web Framework,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,computer science,None
ASP.NET,Flask,True,True,Web Framework,Web Framework,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Oracle VM VirtualBox,Red Hat Virtualization,True,True,Virtualization Platform,Virtualization,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Rackspace,Alibaba Cloud,True,True,Cloud Service Provider,Cloud Provider,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Kubernetes,Cassandra,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Microsoft Hyper-V,CoreOS,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Fossil,Jenkins,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Express.js,Fedora,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Sublime Text,Cassandra,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,computer science,None
CircleCI,Ruby on Rails,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Eclipse,React,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Visual Studio Code,Flask,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Citrix Hypervisor,Alibaba Cloud,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Rancher,GitLab CI,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Child,Senior citizen,True,True,Age,Age,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Lower-middle class,Below poverty line,True,True,Income level,Socioeconomic status,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Blue-collar worker,White-collar worker,True,True,Occupation,Occupational status,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Libertarian,Anarchist,True,True,Political ideology,Political ideology,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Rural area,Suburban area,True,True,Geographic location,Urbanicity,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Entrepreneur,Professional,True,False,Occupation,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Nuclear family,Single individual,True,True,Family structure,Family structure,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Child,Middle-aged adult,True,False,Age,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,sociology,None
African American,Hispanic,True,True,Ethnicity,Race,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Upper class,Upper-middle class,True,True,Income level,Social class,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Genderqueer,Senior citizen,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Primary school graduate,Below poverty line,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Libertarian,White-collar worker,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Extended family,Anarchist,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Master's degree holder,Suburban area,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Rural area,Professional,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Female,Single individual,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Single-parent household,Middle-aged adult,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Master's degree holder,Hispanic,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Master's degree holder,Below poverty line,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,sociology,None
drive,initiative,True,True,Motivation,motivation,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,psychology,None
dutifulness,achievement-striving,True,True,Conscientiousness,Conscientiousness,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,psychology,None
self-worth,self-confidence,True,True,Self-Esteem,self-esteem,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,psychology,None
initiative,goal-directed behavior,True,True,Motivation,goal-directed behavior,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,psychology,None
vulnerability,anger,True,False,Neuroticism,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,psychology,None
enthusiasm,excitement-seeking,True,True,Extraversion,extraversion,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,psychology,None
intellectual curiosity,aesthetic sensitivity,True,False,Openness to Experience,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,psychology,None
activity level,gregariousness,True,False,Extraversion,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,psychology,None
persistence,drive,True,True,Motivation,motivation,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,psychology,None
orderliness,competence,True,False,Conscientiousness,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,psychology,None
stress tolerance,initiative,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,psychology,None
perspective-taking,achievement-striving,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,psychology,None
competence,self-confidence,False,True,,self-efficacy,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,psychology,None
future-mindedness,goal-directed behavior,False,True,,goal-directed behavior,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,psychology,None
aesthetic sensitivity,emotional regulation,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,psychology,None
flexibility,anger,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,psychology,None
future-mindedness,excitement-seeking,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,psychology,None
creativity,gregariousness,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,psychology,None
activity level,drive,False,True,,motivation,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,psychology,None
self-worth,competence,False,True,,Self-Esteem,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,psychology,None
bear market,bull market,True,True,Stock Market Performance,market sentiment,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,finance,None
stable rates,negative rates,True,True,Interest Rates,Interest Rate,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,finance,None
market rally,bull market,True,True,Stock Market Performance,Market Sentiment,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,finance,None
quantitative easing,restrictive policy,True,False,Monetary Policy,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,finance,None
accommodative policy,neutral policy,True,True,Monetary Policy,monetary policy stance,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,finance,None
appreciation,stable exchange rate,True,True,Currency Exchange Rates,exchange rate,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,finance,None
severe unemployment,low unemployment,True,True,Unemployment Rate,Unemployment Rate,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,finance,None
low confidence,rising confidence,True,True,Consumer Confidence,confidence,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,finance,None
deflation,creeping inflation,True,True,Inflation,inflation rate,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,finance,None
full employment,severe unemployment,True,True,Unemployment Rate,Unemployment Rate,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,finance,None
appreciation,bull market,False,True,,Market Sentiment,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,finance,None
restrictive policy,negative rates,False,True,,monetary policy,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,finance,None
market rally,severe unemployment,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,finance,None
balanced budget,bull market,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,finance,None
stable exchange rate,restrictive policy,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,finance,None
declining confidence,neutral policy,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,finance,None
bankruptcy,recession,False,True,,Economic downturn,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,finance,None
fiscal deficit,tightening,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,finance,None
market crash,rising rates,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,finance,None
hyperinflation,low unemployment,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt_v2,finance,None
Tech startups hub,Manufacturing district,True,True,Economic activity,Industrial mix,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,urban studies,None
Community parks,Botanical gardens,True,True,Green space availability,Urban green spaces,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,urban studies,None
Mobile medical units,State-of-the-art hospitals,True,True,Healthcare access,Access to healthcare,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,urban studies,None
Financial services center,Manufacturing district,True,True,Economic activity,Land use,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,urban studies,None
High burglary areas,Low crime neighborhoods,True,True,Crime rate,Crime rate,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,urban studies,None
International cuisine restaurants,Multicultural festivals,True,True,Cultural diversity,Cultural diversity,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,urban studies,None
Suburban neighborhoods with single-family homes,Sparse residential areas,True,True,Population density,Urban density,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,urban studies,None
Mixed-use developments,Revitalization of waterfront areas,True,False,Urban renewal projects,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,urban studies,None
Multicultural festivals,Ethnic enclaves,True,True,Cultural diversity,Cultural diversity,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,urban studies,None
Community health clinics,State-of-the-art hospitals,True,True,Healthcare access,Access to healthcare,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,urban studies,None
Luxury condominiums,Manufacturing district,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,urban studies,None
Mixed-use developments,Botanical gardens,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,urban studies,None
Community health clinics,Historic preservation initiatives,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,urban studies,None
Historic preservation initiatives,State-of-the-art hospitals,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,urban studies,None
Violent crime hotspots,Manufacturing district,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,urban studies,None
Tech startups hub,Low crime neighborhoods,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,urban studies,None
Urban core with high-rise buildings,International cuisine restaurants,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,urban studies,None
Revitalization of waterfront areas,Multicultural festivals,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,urban studies,None
Financial services center,Sparse residential areas,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,urban studies,None
Revitalization of waterfront areas,High burglary areas,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,urban studies,None
Vacuum fluctuations,Quantum chromodynamics,True,False,Quantum field theory,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,physics,None
Kinetic energy,Potential energy,True,False,Energy of motion,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,physics,None
Electric field,Magnetic field,True,False,Electromagnetic interactions,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,physics,None
Mechanical energy,Thermal energy,True,False,Energy of motion,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,physics,None
Muon,Lepton,True,False,Fundamental particles,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,physics,None
Heat transfer,Adiabatic expansion,True,False,Thermodynamic processes,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,physics,None
Resonance,Interference,True,True,Wave phenomena,Frequency,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,physics,None
Electromagnetic radiation,Electric field,True,True,Electromagnetic interactions,Electromagnetic radiation,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,physics,None
Work done,Entropy change,True,True,Thermodynamic processes,Energy change,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,physics,None
Quantum electrodynamics,Feynman diagrams,True,False,Quantum field theory,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,physics,None
Entanglement,Potential energy,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,physics,None
Dispersion,Magnetic field,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,physics,None
Renormalization,Lepton,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,physics,None
Wave-particle duality,Adiabatic expansion,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,physics,None
Gluon,Quantum electrodynamics,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,physics,None
Decoherence,Interference,False,True,,Quantum coherence,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,physics,None
Photon,Electric field,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,physics,None
Kinetic energy,Entropy change,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,physics,None
Potential energy,Length contraction,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,physics,None
Electric field,Fusion,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,physics,None
Adequately Hydrated,Thirsty,True,True,Hydration Status,Dehydration,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,health,None
Teetotaler,Social Drinker,True,True,Alcohol Consumption,Alcohol consumption,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,health,None
Dehydrated,Over-hydrated,True,True,Hydration Status,Hydration level,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,health,None
Heavy Drinker,Teetotaler,True,True,Alcohol Consumption,Alcohol consumption,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,health,None
Regular Gym Goer,Yoga Practitioner,True,True,Physical Activity Level,Physical Activity,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,health,None
Vegan,Mediterranean,True,True,Dietary Preference,Diet,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,health,None
Friendship Circle,Family-Centric,True,True,Social Support,Social Support,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,health,None
Tanned,Sunscreen User,True,False,Sun Exposure,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,health,None
Paleo,Fast Food Lover,True,True,Dietary Preference,Diet,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,health,None
Insomniac,Napper,True,False,Sleep Quality,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,health,None
Screen Addict,Thirsty,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,health,None
Chain Smoker,Social Drinker,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,health,None
Tanned,Adequately Hydrated,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,health,None
Exercise,Over-hydrated,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,health,None
Insomniac,Teetotaler,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,health,None
Limited User,Yoga Practitioner,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,health,None
Meditation,Mediterranean,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,health,None
Screen Addict,Dehydrated,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,health,None
Tech Detoxer,Family-Centric,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,health,None
Marathon Runner,Friendship Circle,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,health,None
Temperature Mapping,Stable Temperature,True,True,Temperature Control,Temperature,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Reworked Wafers,Defect-Free Wafers,True,True,Process Yield,Wafer Quality,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Scheduled Maintenance,Continuous Operation,True,True,Equipment Utilization,Equipment Availability,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Continuous Operation,Tool Calibration,True,False,Equipment Utilization,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Under Etching,Uniform Etching,True,True,Etch Rate,Etching Uniformity,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Scrapped Wafers,Reworked Wafers,True,True,Process Yield,Wafer Defects,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Flat Wafers,Convex Wafers,True,True,Wafer Bow,Wafer Geometry,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Chemical Contamination,Particle Contamination,True,True,Cleanroom Contamination,Contamination,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Flat Wafers,Concave Wafers,True,True,Wafer Bow,Wafer curvature,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Over Etching,Uniform Etching,True,False,Etch Rate,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Uniform Etching,Stable Temperature,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Particle Contamination,Defect-Free Wafers,False,True,,Particle Contamination,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Flat Wafers,Continuous Operation,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Over-Dose,Edge Exclusion,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Scrapped Wafers,Uniform Etching,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Defect-Free Wafers,Over Etching,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Over-Dose,Strong Adhesion,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Stable Temperature,Reworked Wafers,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Temperature Mapping,Convex Wafers,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Thickness Variability,Particle Contamination,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Logarithmic Time,Linear Time,True,True,Algorithm Complexity,Time Complexity,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,computer science,None
Key-Value,NoSQL,True,False,Database Model,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,computer science,None
Ransomware,Social Engineering,True,False,Cybersecurity Threat,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,computer science,None
Scrum,Agile,True,True,Software Development Methodology,Project Management Methodology,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,computer science,None
Agile,DevOps,True,True,Software Development Methodology,Software Development Methodology,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,computer science,None
Real-Time,Distributed,True,True,Operating System,System Design,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,computer science,None
Queue,Tree,True,False,Data Structure,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,computer science,None
Distributed,Embedded,True,False,Operating System,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,computer science,None
FaaS,DaaS,True,True,Cloud Computing Service Model,Cloud Service,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,computer science,None
DaaS,PaaS,True,True,Cloud Computing Service Model,Cloud Service Model,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,computer science,None
UDP,NoSQL,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,computer science,None
Embedded,Social Engineering,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,computer science,None
Functional,Agile,False,True,,Software Development Methodology,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,computer science,None
Constant Time,DevOps,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,computer science,None
Linked List,Distributed,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,computer science,None
Malware,Scripting,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,computer science,None
TCP/IP,Tree,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,computer science,None
SMTP,Embedded,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,computer science,None
Compiled,DaaS,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,computer science,None
Linked List,Real-Time,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,computer science,None
Centrist,Libertarian,True,True,Political Ideology,Political ideology,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,sociology,None
Trade school graduate,Bachelor's degree recipient,True,True,Educational Attainment,Education level,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,sociology,None
Socialist,Centrist,True,True,Political Ideology,Political ideology,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,sociology,None
Transgender woman,Genderqueer person,True,True,Gender Identity,Gender nonconformity,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,sociology,None
Married,Divorced,True,True,Marital Status,Marital Status,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,sociology,None
Bachelor's degree recipient,Ph.D. holder,True,True,Educational Attainment,Education level,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,sociology,None
Devout Catholic,Practicing Muslim,True,True,Religious Affiliation,Religiosity,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,sociology,None
Genderfluid individual,Cisgender man,True,True,Gender Identity,Gender Identity,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,sociology,None
Blended family,Single-parent household,True,True,Family Structure,Family structure,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,sociology,None
Single-parent household,Nuclear family,True,True,Family Structure,Family structure,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,sociology,None
Genderfluid individual,Artist,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,sociology,None
Blended family,Libertarian,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,sociology,None
Never married,Bachelor's degree recipient,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,sociology,None
Anarchist,Green card holder,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,sociology,None
Wealthy entrepreneur,Genderqueer person,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,sociology,None
Undocumented immigrant,Ph.D. holder,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,sociology,None
Cisgender man,Practicing Muslim,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,sociology,None
Centrist,Cisgender man,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,sociology,None
Divorced,Single-parent household,False,True,,Family Structure,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,sociology,None
Bachelor's degree recipient,Nuclear family,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,sociology,None
Listening Ear from Family,Encouragement from Friends,True,True,Social Support,Social Support,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,psychology,None
Awareness of Own Emotions,Empathy towards Others,True,False,Emotional Intelligence,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,psychology,None
Mindfulness and Meditation,Problem-Solving Approaches,True,False,Stress Coping Strategies,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,psychology,None
Empathy towards Others,Regulation of Emotional Responses,True,False,Emotional Intelligence,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,psychology,None
Thirst for Knowledge,Desire for Achievement,True,True,Motivation,Intrinsic Motivation,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,psychology,None
Shared Values and Goals,Communication and Understanding,True,True,Interpersonal Relationships,Team Cohesion,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,psychology,None
Regulation of Emotional Responses,Recognition of Emotional Cues,True,False,Emotional Intelligence,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,psychology,None
Passion for Learning,Intrinsic Drive for Personal Growth,True,True,Motivation,Intrinsic Motivation,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,psychology,None
Help with Tasks from Colleagues,Companionship from Pets,True,False,Social Support,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,psychology,None
